croatian,english,1.8125,0.8944,0.8,29
croatian,scots,1.9,1.3499,1.8222,19
croatian,frisian,1.7857,0.6112,0.3736,25
croatian,german,1.6429,0.9376,0.8791,23
croatian,wymysorys,2.2,1.6364,2.6778,22
croatian,luxembourgish,1.3,0.4216,0.1778,13
croatian,greek,3.3,2.0248,4.1,33
croatian,sanskrit,2.2,2.1833,4.7667,22
croatian,awadhi,6.3636,6.3561,40.4,70
croatian,hindi,1.8667,0.8997,0.8095,28
croatian,nepali,2.0769,1.7022,2.8974,27
croatian,romanian,2.3333,1.7159,2.9444,21
croatian,italian,4.0,4.1833,17.5,24
croatian,ligurian,6.1667,4.446,19.7667,37
croatian,french,2.4615,1.9215,3.6923,32
croatian,friulian,3.4,4.4721,20,17
croatian,catalan,1.6,NaN,0,8
croatian,occitan,2.8,2.3022,5.3,14
croatian,mirandese,1.4286,0.7559,0.5714,10
croatian,spanish,2.7143,2.3604,5.5714,19
croatian,galician,2.2857,1.976,3.9048,16
croatian,portuguese,2.0,1.2247,1.5,12
slovene,albanian,1.8182,1.5076,2.2727,20
slovene,armenian,3.2222,3.9193,15.3611,29
slovene,latgalian,1.4286,0.488,0.2381,10
slovene,latvian,3.7,3.9497,15.6,37
slovene,lithuanian,1.4,0.4216,0.1778,14
slovene,russian,1.8,1.2649,1.6,18
slovene,ukrainian,3.2222,3.9721,15.7778,29
slovene,bulgarian,1.625,0.7071,0.5,13
slovene,macedonian,1.2,NaN,0,6
slovene,croatian,1.25,0.0,0,5
slovene,czech,2.5556,2.2236,4.9444,23
slovene,slovak,5.8,4.7434,22.5,58
slovene,polish,2.6364,2.6867,7.2182,29
slovene,breton,1.4,0.8433,0.7111,14
slovene,welsh,1.6364,0.9342,0.8727,18
slovene,irish,2.6667,2.5495,6.5,48
slovene,norwegian,2.1429,1.4676,2.1538,30
slovene,danish,5.0,5.1521,26.5444,50
slovene,swedish,2.2143,1.4392,2.0714,31
slovene,faroese,2.3636,1.6404,2.6909,26
slovene,icelandic,3.7778,3.0414,9.25,34
slovene,english,2.2143,1.7305,2.9945,31
slovene,scots,2.7143,1.9024,3.619,19
slovene,frisian,1.8,0.7368,0.5429,27
slovene,german,1.7273,1.0357,1.0727,19
slovene,wymysorys,2.3,1.5951,2.5444,23
slovene,luxembourgish,4.0,4.0311,16.25,36
slovene,greek,3.125,2.0529,4.2143,25
slovene,sanskrit,2.0,2.132,4.5455,24
slovene,awadhi,7.0909,6.226,38.7636,78
slovene,hindi,2.0,0.9962,0.9924,24
slovene,nepali,2.0833,1.505,2.2652,25
slovene,romanian,3.4444,3.1929,10.1944,31
slovene,italian,4.7143,4.5408,20.619,33
slovene,ligurian,3.5556,3.9405,15.5278,32
slovene,french,2.4615,1.9081,3.641,32
slovene,friulian,3.2,4.4721,20,16
slovene,catalan,1.5,0.0,0,6
slovene,occitan,3.4,2.881,8.3,17
slovene,mirandese,1.2,NaN,0,12
slovene,spanish,2.3,2.0976,4.4,23
slovene,galician,2.4286,1.976,3.9048,17
slovene,portuguese,2.0,1.3416,1.8,10
czech,albanian,1.6667,1.6667,2.7778,15
czech,armenian,1.8,1.2649,1.6,18
czech,latgalian,2.0,0.5345,0.2857,16
czech,latvian,1.8,0.4472,0.2,9
czech,lithuanian,2.0,0.5175,0.2679,16
czech,russian,2.3,1.5776,2.4889,23
czech,ukrainian,2.5833,2.5879,6.697,31
czech,bulgarian,2.3,1.567,2.4556,23
czech,macedonian,2.4,1.7321,3,12
czech,croatian,1.625,0.3536,0.125,13
czech,slovene,2.5556,2.2236,4.9444,23
czech,slovak,1.6667,0.5774,0.3333,5
czech,polish,2.0,0.6742,0.4545,22
czech,breton,1.8,1.2693,1.6111,18
czech,welsh,3.0,2.846,8.1,30
czech,irish,2.0526,1.2164,1.4795,39
czech,norwegian,2.8824,3.2062,10.2794,49
czech,danish,3.3333,2.8586,8.1714,50
czech,swedish,3.1875,3.2965,10.8667,51
czech,faroese,3.1818,3.1709,10.0545,35
czech,icelandic,1.8333,0.7977,0.6364,22
czech,english,3.6154,3.7553,14.1026,47
czech,scots,2.8889,5.3333,28.4444,26
czech,frisian,1.6667,0.7071,0.5,15
czech,german,4.6364,4.0339,16.2727,51
czech,wymysorys,2.0,1.6915,2.8611,18
czech,luxembourgish,2.5714,2.0979,4.4011,36
czech,greek,2.7692,1.8879,3.5641,36
czech,sanskrit,1.7692,1.3914,1.9359,23
czech,awadhi,3.0909,2.737,7.4909,34
